R,F,M,C,L
0.21279837,-0.5259983,-0.59287405,-0.12744887,-0.9011882
0.67994046,-0.5259983,-0.57725555,-0.8926079,-0.27086732
-0.8497209,-0.58265036,-0.59918493,0.22114867,0.5729312
-0.7306454,-0.58265036,-0.57439977,-1.0173154,-1.0348927
-0.7077463,-0.6393024,-0.6014766,0.3529093,-1.1270251
1.3348553,-0.58265036,-0.5902651,-0.288878,-0.91691816
1.444771,-0.5259983,-0.5920279,-0.20025012,0.25271472
1.550107,-0.58265036,-0.59463686,-0.060571328,-1.1966863
1.7424597,-0.6393024,-0.60739964,0.73255056,-1.1191602
-0.41463757,-0.5259983,-0.57725555,-0.91280395,-1.1787091
1.9806105,-0.6393024,-0.5718613,-1.1531961,-0.11581514
-0.094049856,-0.58265036,-0.5803581,-0.80053467,-0.015817711
0.9684694,-0.6393024,-0.57210815,-1.1531961,1.1414559
1.5638465,-0.6393024,-0.57210815,-1.1531961,1.1976342
2.0859466,-0.6393024,-0.57210815,-1.1531961,1.8358201
1.9348123,-0.6393024,-0.57210815,-1.1531961,0.61225605
-0.052831437,-0.5259983,-0.5818036,-0.74104977,0.30102807
1.6142246,-0.58265036,-0.5879735,-0.45433286,1.1122432
-0.3459402,-0.58265036,-0.57609206,-1.0183095,1.8122252
-0.272663,-0.41269422,-0.5775023,-0.9588864,0.51001143
0.6112431,-0.6393024,-0.62153745,1.7585373,-0.8270328
-0.59783053,-0.6393024,-0.6072234,0.61809313,0.7234891
1.5455272,-0.6393024,-0.599467,0.11131332,0.012271454
2.150064,-0.6393024,-0.5908997,-0.36949676,0.4043962
0.17157996,-0.6393024,-0.6190695,1.4899809,0.9291018
1.4997289,-0.6393024,-0.59449583,-0.20082216,-0.27311447
2.0264087,-0.6393024,-0.6223483,1.7585373,-0.45850295
1.9485518,-0.5259983,-0.59932595,0.0693531,-1.0955652
-0.8130823,-0.6393024,-0.5798645,-0.9202577,0.85831714
-0.25434372,-0.58265036,-0.60514325,0.39911878,-1.2832009
1.0509062,-0.6393024,-0.5787363,-1.0076096,-0.30008006
2.0905263,-0.35604215,-0.5754222,-1.1531961,-0.40794244
1.2020404,-0.58265036,-0.57556325,-1.1531961,-1.2506174
1.3302754,-0.58265036,-0.6003484,0.06776961,0.485293
-0.8588805,-0.41269422,-0.61677784,1.2018083,-1.192192
-0.77644366,-0.5259983,-0.592451,-0.39272648,-1.3820747
0.5746045,-0.58265036,-0.58539975,-0.74291724,-0.47310933
2.2554,-0.6393024,-0.623547,1.7585373,-0.32367498
1.6050649,-0.5259983,-0.5762684,-1.1531961,-0.95174867
0.13494137,-0.5259983,-0.62097335,1.5101144,-1.3180314
0.070823826,-0.6393024,-0.6224541,1.6337577,-1.3382556
-0.21770512,-0.58265036,-0.6198804,1.4091296,-0.058513243
-0.97795594,-0.58265036,-0.6044381,0.27104372,0.7032649
0.14868084,-0.5259983,-0.59925544,-0.045601357,-0.23940746
0.6066633,-0.58265036,-0.5767972,-1.1531961,-0.1944648
1.0188475,-0.6393024,-0.5768325,-1.1531961,-0.5641182
0.8173352,-0.6393024,-0.5768325,-1.1531961,-0.14053361
-0.194806,-0.6393024,-0.5968933,-0.20257573,1.3549335
0.46468872,-0.5259983,-0.57722026,-1.1531961,-1.1045537
0.18531944,-0.58265036,-0.6104317,0.6208818,0.5729312
1.1333431,-0.5259983,-0.62492204,1.7585373,1.5639169
-0.8497209,-0.46934626,-0.58131003,-1.0234432,1.3347094
1.5821658,-0.58265036,-0.6250278,1.7585373,-1.0202862
1.5272079,-0.6393024,-0.57841897,-1.1531961,-0.6719806
0.4463694,-0.58265036,-0.57856,-1.1531961,-1.1135423
-0.15358756,-0.6393024,-0.6225246,1.5103345,0.94595534
-0.9092586,-0.46934626,-0.60401505,0.12398753,1.2594304
-0.09862968,-0.5259983,-0.61272335,0.68352395,0.31114018
0.7394782,-0.6393024,-0.5798645,-1.1531961,-1.394434
1.2661579,-0.6393024,-0.5798645,-1.1531961,-0.3461463
1.2203597,-0.6393024,-0.5798645,-1.1531961,-1.2730887
1.2203597,-0.6393024,-0.5798645,-1.1531961,-1.2730887
1.8706948,-0.6393024,-0.5798645,-1.1531961,-0.18322913
0.7165791,-0.6393024,-0.5798645,-1.1531961,-0.47310933
1.8248965,-0.6393024,-0.5798645,-1.1531961,-0.21581256
0.92267114,-0.6393024,-0.5798645,-1.1531961,-1.3483677
-0.24060424,-0.58265036,-0.6076112,0.29532444,1.0156164
-0.97795594,-0.6393024,-0.5862811,-0.8828827,1.0931425
1.2340991,-0.6393024,-0.6263323,1.7585373,-0.4101896
0.9547299,-0.58265036,-0.58021706,-1.1531961,-0.5011985
0.42805013,-0.58265036,-0.58021706,-1.1531961,-1.2753359
1.4356114,-0.6393024,-0.6263323,1.7585373,-0.41580743
1.4539307,-0.6393024,-0.5803581,-1.1531961,-1.0405104
1.7287202,-0.58265036,-0.5804286,-1.1531961,-1.1494964
-0.16732705,-0.5259983,-0.585717,-0.9244611,-0.8753462
1.5775859,-0.5259983,-0.5943901,-0.50289226,-1.1865741
0.4601089,-0.58265036,-0.5909702,-0.69072986,-1.1876976
0.5059071,-0.6393024,-0.5808517,-1.1531961,-1.3506148
-0.09862968,-0.6393024,-0.5971401,-0.39614546,0.60776174
0.72115886,-0.6393024,-0.5814863,-1.1531961,-1.2944365
-0.2864025,-0.5259983,-0.60577786,0.09396151,-0.2551374
-0.50623405,-0.6393024,-0.62153745,1.2344251,0.38304844
1.7333,-0.6393024,-0.5818036,-1.1531961,-0.4978278
1.1425028,-0.58265036,-0.59992534,-0.2678212,-0.4540087
0.15784049,-0.6393024,-0.6070471,0.15545475,0.7515783
1.5134684,-0.58265036,-0.58201516,-1.1531961,0.69989425
-0.4604358,-0.5259983,-0.5896658,-0.8098885,-0.771978
1.6783421,-0.6393024,-0.6030984,-0.10390539,1.7773947
-0.13068844,-0.5259983,-0.59932595,-0.3220002,-0.9315245
0.13494137,-0.58265036,-0.5874094,-0.95657605,-1.1180365
1.0188475,-0.6393024,-0.6282361,1.7585373,-0.8079322
1.5684264,-0.5259983,-0.58321387,-1.1531961,-0.41805455
-0.9092586,-0.46934626,-0.6041561,-0.093324915,1.0852776
0.47384837,-0.58265036,-0.6044029,-0.08076455,-0.72141755
-0.11694898,-0.58265036,-0.6193868,0.9607038,0.5897847
1.2386789,-0.58265036,-0.5834254,-1.1531961,-1.1135423
1.9164929,-0.41269422,-0.5882555,-0.9494694,0.62124455
1.6966614,-0.41269422,-0.5837427,-1.1531961,0.80663306
-0.9092586,-0.6393024,-0.6059542,-0.0050760736,-0.43378448
-0.94589716,-0.6393024,-0.6184349,0.8585041,1.7807653
1.7516193,-0.41269422,-0.58423626,-1.1531961,-0.6214201
-0.30014196,-0.58265036,-0.5984093,-0.47139937,-0.8113029
-0.3459402,-0.46934626,-0.5951305,-0.64784706,0.69315284
0.7577975,-0.58265036,-0.6001369,-0.3823105,-0.46973863
0.5562852,-0.58265036,-0.5844831,-1.1531961,-0.82141495
-0.6665279,-0.58265036,-0.6239701,1.2344251,0.82348657
-0.89551914,-0.5259983,-0.5931209,-0.7916599,-1.091071
-0.6802674,-0.58265036,-0.59241575,-0.8270133,-0.92253596
1.4127123,-0.6393024,-0.58547026,-1.1531961,1.1875222
1.6417035,-0.58265036,-0.6298579,1.7585373,0.49989936
1.5867456,-0.46934626,-0.5856465,-1.1531961,1.1729158
-0.094049856,-0.46934626,-0.6091272,0.08714227,-0.81242645
-0.4375367,-0.5259983,-0.6229829,1.1023827,1.8627857
0.8677133,-0.6393024,-0.58642215,-1.1531961,-0.24053103
0.6524615,-0.58265036,-0.58681,-1.1531961,0.2965338
2.2050219,-0.6393024,-0.58691573,-1.1531961,0.74483687
1.4539307,-0.6393024,-0.58691573,-1.1531961,0.11339245
0.5471256,-0.58265036,-0.63080984,1.7585373,-0.81467354
-0.3825788,-0.5259983,-0.5903709,-1.0221679,-0.39221254
0.405151,-0.6393024,-0.5876914,-1.1531961,-1.2494938
1.0371667,-0.6393024,-0.5882555,-1.1531961,-1.2865715
1.4218719,-0.6393024,-0.6317265,1.7585373,-1.1899449
0.7074194,-0.5259983,-0.6194926,0.6786055,-1.2427524
0.33645365,-0.6393024,-0.6263323,1.2344251,-0.9629844
-0.8359814,-0.6393024,-0.5966465,-0.7746704,-0.7753487
-0.30472177,-0.24273807,-0.6205503,0.73327184,-0.8236621
0.6066633,-0.58265036,-0.59523624,-0.8526998,-1.3966811
1.9622912,-0.6393024,-0.6259445,1.1737524,0.73135406
1.3989729,-0.6393024,-0.62612075,1.1761905,-1.2348875
0.03876505,-0.58265036,-0.6148035,0.27136654,-1.3360084
1.705821,-0.58265036,-0.6079285,-0.18261854,-0.8607398
1.5043088,-0.58265036,-0.59001833,-1.1531961,-1.1978098
1.5363675,-0.6393024,-0.61036116,-0.066490866,1.2897667
1.5959053,-0.6393024,-0.6019349,-0.5708493,0.7650611
1.3531746,-0.58265036,-0.5904061,-1.1531961,0.001035788
1.3394351,-0.5259983,-0.59047663,-1.1531961,-0.6483857
0.67994046,-0.6393024,-0.59065294,-1.1531961,-0.8742226
1.0875448,-0.6393024,-0.63352454,1.7585373,-0.015817711
0.84023434,-0.58265036,-0.5942138,-1.0066599,-1.1809562
-0.30014196,-0.58265036,-0.6149445,0.17076558,-1.0348927
0.74863786,-0.6393024,-0.6030984,-0.56729287,1.5931296
-0.22228494,-0.5259983,-0.59710485,-0.8999388,-0.8753462
-0.5153937,-0.6393024,-0.60450864,-0.5057385,0.34934145
-0.20854546,-0.58265036,-0.604967,-0.4966374,-1.1708442
-0.82224196,-0.6393024,-0.6329252,1.6185011,1.768406
0.7348983,-0.6393024,-0.63430023,1.7585373,0.5515834
-0.41463757,-0.46934626,-0.5957298,-1.0002218,0.02350712
0.5746045,-0.41269422,-0.5925568,-1.1531961,-0.6068137
-0.029932315,-0.6393024,-0.6246047,0.82754713,0.53472996
0.6341422,-0.5259983,-0.613499,-0.00022770133,0.6673108
0.62040275,-0.58265036,-0.634688,1.7585373,0.30102807
-0.94589716,-0.5259983,-0.6212554,0.55016804,0.43360892
0.57002467,-0.5259983,-0.60052466,-0.7740096,-0.8854583
-0.01619284,-0.6393024,-0.6061304,-0.4662136,-1.202304
1.0554861,-0.58265036,-0.59294456,-1.1531961,-0.9618608
2.177543,-0.6393024,-0.59297985,-1.1531961,-1.0393869
0.45094925,-0.6393024,-0.59305036,-1.1531961,1.2077464
0.7348983,-0.6393024,-0.6007362,-0.7771627,0.06620265
0.41889048,-0.58265036,-0.5931914,-1.1531961,1.6897564
1.0875448,-0.58265036,-0.5934029,-1.1531961,-0.84163916
1.2203597,-0.58265036,-0.5935792,-1.1531961,-1.2652237
-0.1398481,-0.6393024,-0.5985503,-0.9202577,0.65045726
-0.8405612,-0.58265036,-0.63444126,1.640579,1.9324468
1.2478386,-0.5259983,-0.5943901,-1.1531961,1.201005
-0.4421165,-0.6393024,-0.61106634,-0.29814574,-1.1494964
0.73031855,-0.6393024,-0.6090567,-0.42526278,-1.259606
1.2524184,-0.6393024,-0.6364861,1.7585373,1.4841437
1.966871,-0.58265036,-0.59717536,-1.0772529,-0.91579455
1.1287632,-0.41269422,-0.5960824,-1.1531961,0.63135666
0.8677133,-0.6393024,-0.5961882,-1.1531961,0.0077771875
-0.24060424,-0.6393024,-0.62492204,0.61237144,-0.045030445
0.020445755,-0.58265036,-0.60055995,-0.96093637,0.4987758
1.7882578,-0.6393024,-0.5966818,-1.1531961,0.23473765
-0.44669634,-0.6393024,-0.6262618,0.706376,1.5785233
2.1134255,-0.6393024,-0.5968933,-1.1531961,-0.038289044
0.6753606,-0.46934626,-0.59692854,-1.1531961,-0.46524435
0.82191503,-0.6393024,-0.5971401,-1.1531961,-1.3483677
2.2096016,-0.6393024,-0.5972811,-1.1531961,-1.0303984
1.4081324,-0.58265036,-0.6378611,1.7585373,0.10440391
-0.63904893,-0.58265036,-0.6327842,1.2344251,-0.2113183
1.5455272,-0.6393024,-0.59766895,-1.1531961,-0.70231694
1.4035527,-0.58265036,-0.59773946,-1.1531961,1.8875041
2.044728,-0.6393024,-0.5977747,-1.1531961,0.89090055
1.8340561,-0.6393024,-0.5977747,-1.1531961,-1.1303958
1.1928807,-0.6393024,-0.597951,-1.1531961,-1.1539907
-0.9596367,-0.6393024,-0.59981954,-1.0639768,-1.1382607
-0.54745245,-0.6393024,-0.63320726,1.2344251,0.50439364
0.80817556,-0.6393024,-0.5985503,-1.1531961,-0.34502274
-0.75354457,-0.58265036,-0.6199509,0.09405036,-1.1742148
-0.97337615,-0.6393024,-0.63370085,1.2344251,-0.3899654
0.83107466,-0.6393024,-0.5990439,-1.1531961,-1.3674684
1.8386359,-0.6393024,-0.5992202,-1.1531961,-1.0685996
-0.54745245,-0.6393024,-0.61617845,-0.2440014,0.3605771
-0.8314016,-0.58265036,-0.60232276,-1.0561384,-0.11469157
1.3760737,-0.46934626,-0.60045415,-1.1531961,-0.603443
-0.075730555,-0.58265036,-0.6225246,0.17641021,0.12238098
1.005108,-0.6393024,-0.6062362,-0.86202306,-1.3270199
0.5562852,-0.58265036,-0.6172714,-0.19809113,1.4571781
-0.7031665,-0.58265036,-0.63500535,1.2344251,0.034742787
1.1791413,-0.5259983,-0.60108876,-1.1531961,0.02687782
-0.04825161,-0.6393024,-0.6170951,-0.2505589,-1.1472493
-0.121528804,-0.6393024,-0.6180118,-0.19232431,-0.22255397
1.6325439,-0.5259983,-0.60151184,-1.1531961,0.6223681
0.50132734,-0.6393024,-0.60168815,-1.1531961,-1.2326404
1.6646026,-0.6393024,-0.6246047,0.25732818,-0.442773
-0.14900775,-0.6393024,-0.6270727,0.43978566,-1.1236544
-0.6711077,-0.6393024,-0.63070405,0.7211093,0.61562675
0.6249826,-0.58265036,-0.64128095,1.7585373,-1.2191576
-0.272663,-0.6393024,-0.60690606,-0.93732136,-0.7101819
2.2874587,-0.58265036,-0.6032042,-1.1531961,-0.8584927
1.8706948,-0.6393024,-0.6263323,0.3026706,-0.551759
0.94099045,-0.6393024,-0.6286592,0.4796584,-1.194439
0.9455703,-0.6393024,-0.6367329,1.1889869,-0.11806227
1.3073764,-0.5259983,-0.60419136,-1.1531961,-1.1966863
-0.9825358,-0.6393024,-0.6166015,-0.45438007,0.5718076
1.8340561,-0.5259983,-0.6047202,-1.1531961,-0.6483857
1.8661149,-0.58265036,-0.6048612,-1.1531961,-0.8236621
-0.43295687,-0.58265036,-0.6050022,-1.1523284,0.29878095
-0.689427,-0.6393024,-0.62619126,0.17679897,-0.98320854
-0.8405612,-0.58265036,-0.6180118,-0.41244,1.3515629
1.3760737,-0.6393024,-0.6106785,-0.86202306,-1.2382582
-0.4008981,-0.58265036,-0.6198804,-0.29908776,-1.1191602
-0.94589716,-0.58265036,-0.63006943,0.46296677,-0.1674992
-0.76728404,-0.6393024,-0.61966884,-0.31953716,-1.160732
-0.7810235,-0.6393024,-0.6400117,1.3870953,0.04260775
1.5088886,-0.6393024,-0.6058484,-1.1531961,-0.21693614
-0.95505685,-0.6393024,-0.6166015,-0.54728985,-0.43490806
0.62040275,-0.6393024,-0.60634196,-1.1531961,-1.2292696
0.51048696,-0.6393024,-0.60637724,-1.1531961,-0.5405233
0.78985626,-0.58265036,-0.60651827,-1.1531961,-1.3674684
-0.93673754,-0.6393024,-0.6391303,1.2344251,1.7009921
0.8677133,-0.6393024,-0.6068003,-1.1531961,0.8335987
0.7623773,-0.6393024,-0.6068003,-1.1531961,-1.3888161
0.40973082,-0.6393024,-0.60701185,-1.1531961,0.035866354
-0.455856,-0.6393024,-0.64145726,1.4287807,0.8055095
1.7104009,-0.6393024,-0.60764647,-1.1531961,-0.29109153
1.7287202,-0.6393024,-0.60764647,-1.1531961,0.61562675
0.8356545,-0.6393024,-0.6271079,0.081540674,0.77742034
2.278299,-0.6393024,-0.6427265,1.5343702,-0.076490305
1.2936369,-0.6393024,-0.628765,0.18572098,0.6942764
1.2157799,-0.58265036,-0.6083868,-1.1531961,-0.42367238
1.6600229,-0.6393024,-0.6084926,-1.1531961,0.8212394
0.10746242,-0.58265036,-0.62040925,-0.46588454,0.98078585
-0.6665279,-0.5259983,-0.6182939,-0.6057001,-0.9719729
0.5150668,-0.6393024,-0.6089509,-1.1531961,1.7223399
1.9119132,-0.6393024,-0.6090567,-1.1531961,-0.9315245
1.4493508,-0.58265036,-0.6455822,1.7585373,-0.9472544
1.9622912,-0.6393024,-0.60916245,-1.1531961,-0.6382736
0.95930976,-0.6393024,-0.60923296,-1.1531961,-0.8438863
0.71199924,-0.6393024,-0.6350406,0.64177895,-1.3989282
1.3760737,-0.5259983,-0.60933876,-1.1531961,-1.2270225
0.30897468,-0.58265036,-0.62975216,0.1805144,-1.3348849
0.91809136,-0.6393024,-0.60972655,-1.1531961,-1.3539855
-0.78560334,-0.58265036,-0.6140631,-0.9202577,-1.378704
1.5409474,-0.58265036,-0.6461111,1.7585373,-0.7753487
0.77153695,-0.58265036,-0.6200214,-0.5693908,0.46731594
0.7165791,-0.6393024,-0.6263323,-0.1340897,-1.386569
1.8752745,-0.6393024,-0.64646363,1.7585373,-0.12255654
1.9989299,-0.5259983,-0.6108195,-1.1531961,-0.19221766
2.1729631,-0.6393024,-0.61096054,-1.1531961,-0.2551374
1.5226281,-0.6393024,-0.61096054,-1.1531961,0.40327263
0.8722931,-0.6393024,-0.6328899,0.33502293,-0.0034584785
0.22195803,-0.58265036,-0.6198804,-0.62908393,-0.32030427
2.1454842,-0.6393024,-0.6113836,-1.1531961,-0.3225514
1.4035527,-0.6393024,-0.61170095,-1.1531961,-0.25626096
-0.8817797,-0.58265036,-0.6168836,-0.85840833,-1.0292748
1.9073334,-0.6393024,-0.6367329,0.59384364,1.7616646
1.4127123,-0.46934626,-0.62199575,-0.5823309,-0.2180597
2.0951061,-0.5259983,-0.6126176,-1.1531961,-0.9730965
1.4081324,-0.58265036,-0.61282915,-1.1531961,-1.1742148
0.4463694,-0.58265036,-0.61282915,-1.1531961,-0.518052
1.7974175,-0.6393024,-0.6180118,-0.86202306,-0.86748123
1.3485948,-0.6393024,-0.6130054,-1.1531961,-1.2472467
2.1271648,-0.58265036,-0.6131112,-1.1531961,0.97179735
0.56086504,-0.58265036,-0.6131112,-1.1531961,-1.2809538
0.5562852,-0.5259983,-0.61335796,-1.1531961,-1.3011779
1.2982167,-0.6393024,-0.63898927,0.712274,-1.0348927
2.0767868,-0.58265036,-0.6199509,-0.7825928,-0.22480111
-0.9184182,-0.6393024,-0.6443835,1.2344251,0.7493312
0.83107466,-0.5259983,-0.6141336,-1.1531961,-1.243876
-0.7489647,-0.6393024,-0.6211496,-0.7472394,-1.3124136
0.83107466,-0.6393024,-0.6322201,0.04764095,-1.098936
1.4081324,-0.6393024,-0.61448616,-1.1531961,-1.0854532
1.1745614,-0.6393024,-0.6146272,-1.1531961,-1.0405104
1.1883008,-0.6393024,-0.61466247,-1.1531961,-0.6056902
1.4127123,-0.58265036,-0.61490923,-1.1531961,-0.70119333
0.08456329,-0.6393024,-0.647345,1.4964815,-1.3157843
1.6188043,-0.58265036,-0.61512077,-1.1531961,-1.0966887
1.1058642,-0.58265036,-0.6153323,-1.1531961,0.5650662
-0.20854546,-0.58265036,-0.62731946,-0.3911048,1.0695477
1.7516193,-0.6393024,-0.61547333,-1.1531961,-0.73827106
0.5242264,-0.58265036,-0.64991874,1.7585373,-0.3056979
-0.6711077,-0.58265036,-0.6455822,1.2344251,0.5774255
1.550107,-0.58265036,-0.6158259,-1.1531961,-0.8978175
0.006706281,-0.58265036,-0.6365566,0.31058183,-1.0180391
1.8935939,-0.6393024,-0.6163195,-1.1531961,0.96168524
1.5638465,-0.6393024,-0.61635476,-1.1531961,-0.70456403
1.9989299,-0.6393024,-0.6166015,-1.1531961,-1.0888238
1.1562423,-0.6393024,-0.6166015,-1.1531961,1.3313386
0.5059071,-0.6393024,-0.6166015,-1.1531961,0.77404964
1.5043088,-0.6393024,-0.6166015,-1.1531961,-0.06862534
0.7761168,-0.6393024,-0.6166015,-1.1531961,-0.12368011
2.2096016,-0.6393024,-0.6166015,-1.1531961,-1.0326455
-0.41921738,-0.5259983,-0.6168836,-1.1386372,-0.53602904
1.3485948,-0.6393024,-0.63183224,-0.1340897,-1.1382607
-0.8588805,-0.6393024,-0.6462873,1.2344251,-1.3225256
1.7516193,-0.6393024,-0.61684835,-1.1531961,1.8459321
1.4539307,-0.6393024,-0.6170246,-1.1531961,-1.0405104
1.4630904,-0.6393024,-0.6170246,-1.1531961,-1.0303984
1.4630904,-0.6393024,-0.6170246,-1.1531961,-1.0405104
1.4768299,-0.6393024,-0.6170951,-1.1531961,0.70551205
1.6004851,-0.6393024,-0.6170951,-1.1531961,-1.184327
1.8569553,-0.6393024,-0.6170951,-1.1531961,1.724587
1.7974175,-0.6393024,-0.6170951,-1.1531961,0.9279782
0.8677133,-0.6393024,-0.617624,-1.1531961,-1.3539855
-0.82682174,-0.58265036,-0.64991874,1.5838335,-0.8427627
1.7333,-0.6393024,-0.6291528,-0.40804008,-1.1517435
1.5088886,-0.6393024,-0.6178355,-1.1531961,-0.6775984
0.2723361,-0.6393024,-0.6276015,-0.541732,0.5055172
0.588344,-0.6393024,-0.6276368,-0.54397917,-0.551759
1.8569553,-0.58265036,-0.61857593,-1.1531961,0.9088776
-0.24060424,-0.6393024,-0.6359925,0.069732144,-1.1023066
-0.28182265,-0.6393024,-0.6317265,-0.2809529,0.7234891
0.43262994,-0.6393024,-0.618999,-1.1531961,-0.9955678
0.9318308,-0.6393024,-0.61914,-1.1531961,0.29878095
-0.21312529,-0.6393024,-0.6251336,-0.7802748,-1.329267
-0.4054779,-0.5259983,-0.6283066,-0.5699392,-0.57198316
0.744058,-0.58265036,-0.6380726,0.20561291,-1.2371346
0.9089317,-0.6393024,-0.6391303,0.29426995,2.0077257
1.6050649,-0.5259983,-0.6194573,-1.1531961,-1.015792
2.177543,-0.6393024,-0.64022326,0.3812956,-1.0450047
1.5043088,-0.6393024,-0.61966884,-1.1531961,1.0369642
1.1837211,-0.6393024,-0.63958865,0.3026706,-1.2629766
2.2691395,-0.6393024,-0.61984515,-1.1531961,1.117861
1.47225,-0.58265036,-0.6198804,-1.1531961,-1.1629792
1.5134684,-0.58265036,-0.6198804,-1.1531961,-0.43378448
0.80817556,-0.58265036,-0.6198804,-1.1531961,-0.7787194
1.5821658,-0.6393024,-0.6527745,1.7585373,-0.4101896
1.1745614,-0.58265036,-0.6198804,-1.1531961,0.97853875
0.43262994,-0.58265036,-0.6198804,-1.1531961,-0.1978355
1.9256526,-0.58265036,-0.6198804,-1.1531961,1.5695348
1.2982167,-0.58265036,-0.6200214,-1.1531961,1.262801
1.1654018,-0.58265036,-0.6415278,0.45658627,-1.2933129
0.5929238,-0.6393024,-0.6202682,-1.1531961,0.37855417
1.8981737,-0.58265036,-0.65122324,1.5134029,-0.7820901
1.0967045,-0.5259983,-0.6234413,-0.96864974,0.34934145
0.5471256,-0.58265036,-0.63306624,-0.31005424,-1.3180314
1.0005282,-0.58265036,-0.6206913,-1.1531961,-0.85512197
1.3852334,-0.5259983,-0.62086755,-1.1531961,1.7807653
0.26317644,-0.6393024,-0.6462521,0.88961726,1.2358356
1.2844772,-0.6393024,-0.62090284,-1.1531961,1.5684112
1.4676702,-0.58265036,-0.62097335,-1.1531961,-0.99669135
0.9043519,-0.6393024,-0.6212201,-1.1531961,-0.6124316
0.5975036,-0.5259983,-0.6212554,-1.1531961,0.9437082
1.6417035,-0.6393024,-0.6212554,-1.1531961,-0.8641105
1.0783852,-0.58265036,-0.6444188,0.666118,-1.3079193
0.4417896,-0.5259983,-0.6212554,-1.1531961,0.43585607
1.0783852,-0.58265036,-0.6444188,0.666118,-1.3079193
0.72115886,-0.6393024,-0.62160796,-1.1531961,0.46057454
1.5317878,-0.6393024,-0.62160796,-1.1531961,-0.15289284
0.83107466,-0.6393024,-0.62160796,-1.1531961,-0.5113106
-0.455856,-0.6393024,-0.6501303,1.2481961,-1.1685971
-0.90467876,-0.58265036,-0.63031626,-0.6020722,-0.55288255
0.7074194,-0.5259983,-0.62203103,-1.1531961,0.5291121
1.2936369,-0.6393024,-0.6223131,-1.1531961,1.7021157
-0.35967967,-0.5259983,-0.62950534,-0.6952492,-1.3382556
2.2691395,-0.6393024,-0.6229477,-1.1531961,0.23810834
-0.79476297,-0.6393024,-0.6347938,-0.33791086,0.7336012
0.8677133,-0.5259983,-0.6230887,-1.1531961,-1.3562326
1.8981737,-0.6393024,-0.64935464,1.045363,-1.1124188
2.0951061,-0.6393024,-0.6234413,-1.1531961,-0.7652366
1.2844772,-0.6393024,-0.623547,-1.1531961,-1.1135423
-0.21770512,-0.5259983,-0.6258034,-1.0287143,-1.1618557
0.89977205,-0.6393024,-0.6240054,-1.1531961,-1.3551091
1.0463264,-0.5259983,-0.6241464,-1.1531961,-0.24614887
2.099686,-0.6393024,-0.6241464,-1.1531961,-1.0517461
2.0080895,-0.6393024,-0.6486142,0.8721023,-1.0854532
-0.007033192,-0.6393024,-0.6324316,-0.60801184,-1.2832009
0.89977205,-0.6393024,-0.6251336,-1.1531961,-1.3562326
0.89977205,-0.6393024,-0.6251336,-1.1531961,-1.3562326
2.2325008,-0.58265036,-0.6251336,-1.1531961,-0.7393946
-0.30014196,-0.6393024,-0.65450203,1.496914,1.3347094
0.55170536,-0.6393024,-0.62555665,-1.1531961,-1.1000595
0.66162115,-0.6393024,-0.6566174,1.7585373,-0.9236595
0.55170536,-0.6393024,-0.6259445,-1.1531961,-0.33041635
0.45094925,-0.58265036,-0.626015,-1.1531961,0.51675284
2.0538876,-0.6393024,-0.6260855,-1.1531961,-0.76411307
-0.5611919,-0.6393024,-0.6380021,-0.29267395,0.08755042
1.4951491,-0.6393024,-0.62612075,-1.1531961,-1.2090454
1.0967045,-0.6393024,-0.62612075,-1.1531961,-0.73152965
-0.63446915,-0.6393024,-0.638672,-0.2505589,-0.04952471
1.5043088,-0.6393024,-0.6263323,-1.1531961,0.35945353
1.1562423,-0.6393024,-0.6263323,-1.1531961,-0.34277558
0.6158229,-0.6393024,-0.6263323,-1.1531961,-0.7933258
1.6233842,-0.6393024,-0.6263323,-1.1531961,-1.0719703
1.2478386,-0.6393024,-0.6263323,-1.1531961,-1.142755
0.83107466,-0.58265036,-0.6263323,-1.1531961,-0.29333866
1.3348553,-0.6393024,-0.6263323,-1.1531961,0.4381032
1.783678,-0.6393024,-0.6263323,-1.1531961,-1.1405079
2.2828789,-0.6393024,-0.6263323,-1.1531961,-0.7101819
0.92267114,-0.6393024,-0.6263323,-1.1531961,1.3066202
1.6371237,-0.6393024,-0.6263323,-1.1531961,0.7032649
2.278299,-0.6393024,-0.6263323,-1.1531961,0.5718076
2.2233412,-0.6393024,-0.6264381,-1.1531961,0.79652095
1.6462834,-0.6393024,-0.6265438,-1.1531961,-1.1270251
-0.9321577,-0.6393024,-0.6342297,-0.62908393,0.82573366
-0.6436288,-0.6393024,-0.65351486,1.2344251,-0.57535386
-0.47875512,-0.6393024,-0.6391303,-0.2591276,-0.10907374
-0.9825358,-0.58265036,-0.645829,0.34904948,-1.386569
1.7149807,-0.58265036,-0.6271432,-1.1531961,0.544842
1.0738053,-0.6393024,-0.62724894,-1.1531961,-1.2910658
1.3256956,-0.58265036,-0.6486495,0.61322606,1.2358356
0.9135115,-0.6393024,-0.6484732,0.59384364,-1.3562326
1.4310316,-0.6393024,-0.627531,-1.1531961,-1.0405104
1.4630904,-0.6393024,-0.627531,-1.1531961,-1.0405104
0.5333861,-0.6393024,-0.627531,-1.1531961,-1.0405104
0.8264949,-0.6393024,-0.6276015,-1.1531961,-1.3584799
1.47225,-0.6393024,-0.6276368,-1.1531961,-0.7225411
