R,F,M,C,L,prediction
4.0,12.0,9794.0,1.3640933,758.0,3
27.0,21.0,11988.0,1.1132799,598.0,4
123.0,13.0,12641.0,1.0555146,742.0,4
384.0,5.0,9601.0,1.3869493,568.0,3
496.0,7.0,9831.0,1.3509715,558.0,3
396.0,9.0,8838.0,1.5,992.0,3
54.0,4.0,10840.0,1.2225,1064.0,4
224.0,8.0,11918.0,1.111429,394.0,4
2.0,5.0,11002.0,1.2015561,393.0,4
4.0,6.0,10148.0,1.3007331,2482.0,1
163.0,6.0,9206.0,1.4334728,1630.0,3
20.0,7.0,10331.0,1.2773536,854.0,4
123.0,10.0,10572.0,1.2461767,1439.0,4
169.0,9.0,9880.0,1.3330597,728.0,3
64.0,7.0,9626.0,1.3643237,2207.0,1
162.0,13.0,12236.0,1.0726373,3413.0,1
5.0,9.0,9015.0,1.454538,1672.0,3
20.0,4.0,9140.0,1.4325,1901.0,3
4.0,6.0,11086.0,1.1787696,1222.0,4
242.0,5.0,9600.0,1.3607656,2360.0,1
6.0,5.0,9325.0,1.399866,2288.0,1
223.0,24.0,12516.0,1.0429323,1938.0,4
578.0,4.0,10142.0,1.2866299,1130.0,0
225.0,7.0,9356.0,1.3933743,2476.0,1
25.0,5.0,9241.0,1.41,3365.0,1
730.0,2.0,12612.0,1.0290961,1114.0,0
27.0,6.0,9201.0,1.41,794.0,3
168.0,11.0,11970.0,1.081523,395.0,4
191.0,7.0,12632.0,1.0224866,2391.0,1
455.0,4.0,10840.0,1.1875,2654.0,0
514.0,9.0,10087.0,1.274819,811.0,0
7.0,8.0,12652.0,1.0162504,3410.0,1
101.0,7.0,9730.0,1.321036,3365.0,1
2.0,12.0,12617.0,1.0186566,476.0,4
124.0,6.0,10366.0,1.2373229,2606.0,1
60.0,4.0,10584.0,1.2112066,2174.0,1
150.0,7.0,12425.0,1.0301514,432.0,4
18.0,8.0,11789.0,1.0855662,399.0,4
568.0,2.0,12416.0,1.0295554,568.0,0
202.0,5.0,12524.0,1.0193237,875.0,4
345.0,7.0,12240.0,1.0413072,3168.0,1
8.0,7.0,8687.0,1.4656141,1043.0,3
5.0,10.0,12293.0,1.0353022,3018.0,1
70.0,8.0,9264.0,1.3727397,2352.0,1
102.0,7.0,12240.0,1.0381544,759.0,4
223.0,8.0,10641.0,1.1940645,773.0,4
129.0,9.0,10245.0,1.2377803,1105.0,4
153.0,10.0,8903.0,1.4239167,534.0,3
100.0,13.0,10037.0,1.2574873,386.0,4
333.0,6.0,8402.0,1.5,2556.0,3
402.0,6.0,11393.0,1.105398,2139.0,0
50.0,6.0,12532.0,1.0045507,661.0,4
9.0,8.0,8833.0,1.424876,969.0,3
41.0,11.0,12367.0,1.0158228,959.0,4
18.0,6.0,11418.0,1.099189,920.0,4
571.0,6.0,8830.0,1.4196376,1208.0,3
170.0,10.0,11647.0,1.074742,2535.0,1
125.0,6.0,12220.0,1.0241898,788.0,4
216.0,7.0,11374.0,1.0986091,2321.0,1
419.0,6.0,8765.0,1.425328,2786.0,1
87.0,5.0,9198.0,1.3577864,967.0,3
373.0,5.0,12478.0,1.0,562.0,0
375.0,9.0,11272.0,1.102595,2466.0,0
522.0,3.0,12120.0,1.0249852,2987.0,0
104.0,12.0,11312.0,1.0970553,2103.0,1
13.0,6.0,9169.0,1.351842,2211.0,1
14.0,6.0,9759.0,1.2668941,1747.0,1
549.0,7.0,12313.0,1.0035491,2163.0,0
560.0,5.0,8449.0,1.4580069,1172.0,3
314.0,5.0,8205.0,1.5,901.0,3
81.0,10.0,10791.0,1.1386636,1091.0,4
193.0,12.0,11356.0,1.0775889,1599.0,4
5.0,8.0,10338.0,1.182429,847.0,4
241.0,7.0,10614.0,1.1490296,671.0,4
70.0,8.0,11377.0,1.0714064,1906.0,4
29.0,5.0,11755.0,1.0367469,511.0,4
33.0,5.0,8502.0,1.4319866,2371.0,1
8.0,10.0,8412.0,1.4471684,678.0,3
235.0,7.0,9246.0,1.3156933,709.0,3
151.0,3.0,10693.0,1.1363893,941.0,4
499.0,4.0,11572.0,1.05,1136.0,0
331.0,5.0,11629.0,1.04469,912.0,0
102.0,18.0,11837.0,1.0255419,1459.0,4
35.0,9.0,10435.0,1.1620278,1483.0,4
68.0,7.0,9930.0,1.2205075,2484.0,1
523.0,4.0,10616.0,1.141136,724.0,0
372.0,5.0,10723.0,1.1286813,1486.0,0
93.0,4.0,9780.0,1.2375,949.0,4
60.0,4.0,8393.0,1.4404753,739.0,3
240.0,5.0,8133.0,1.486079,2649.0,3
424.0,5.0,11680.0,1.0341352,663.0,0
52.0,6.0,10306.0,1.1707385,1632.0,4
137.0,9.0,11474.0,1.0477654,1119.0,4
66.0,6.0,11975.0,1.0039006,439.0,4
27.0,10.0,9004.0,1.3346679,1508.0,3
32.0,10.0,8141.0,1.475137,1947.0,3
137.0,6.0,8252.0,1.4549782,1297.0,3
216.0,3.0,10747.0,1.1169145,2051.0,1
172.0,11.0,8669.0,1.383351,1519.0,3
210.0,5.0,9176.0,1.3065399,1103.0,3
371.0,6.0,11982.0,1.0,2456.0,0
175.0,9.0,11058.0,1.0816594,982.0,4
374.0,6.0,11356.0,1.0526154,642.0,0
39.0,3.0,8130.0,1.47,529.0,3
547.0,9.0,7959.0,1.5,1975.0,3
116.0,9.0,11444.0,1.0400105,2307.0,1
39.0,14.0,10498.0,1.1325233,796.0,4
45.0,8.0,11020.0,1.0775653,3144.0,1
242.0,5.0,8277.0,1.4310825,2337.0,3
30.0,9.0,11800.0,1.0037076,3054.0,1
593.0,7.0,9805.0,1.2066242,602.0,0
108.0,6.0,11346.0,1.0404724,655.0,4
450.0,9.0,8268.0,1.427673,1227.0,3
236.0,4.0,7975.0,1.4799123,705.0,3
127.0,6.0,10139.0,1.1600267,2242.0,1
166.0,6.0,8314.0,1.4133462,1629.0,3
143.0,8.0,9024.0,1.3018384,1021.0,3
9.0,4.0,11172.0,1.05,1042.0,4
26.0,4.0,8308.0,1.41,2387.0,1
7.0,7.0,9945.0,1.1777043,571.0,4
413.0,4.0,8343.0,1.4015582,3243.0,1
262.0,6.0,10912.0,1.069506,2656.0,1
155.0,8.0,9114.0,1.2781929,768.0,3
310.0,5.0,10467.0,1.1110634,1027.0,4
251.0,5.0,9087.0,1.2791482,2027.0,1
204.0,9.0,10964.0,1.0535972,2269.0,1
577.0,3.0,10504.0,1.0994669,1441.0,0
78.0,4.0,7924.0,1.455636,787.0,3
9.0,15.0,10922.0,1.0550696,601.0,4
20.0,5.0,8623.0,1.3337157,919.0,3
120.0,7.0,8050.0,1.4231888,2172.0,3
554.0,4.0,8071.0,1.418994,1489.0,3
105.0,4.0,7868.0,1.455,1976.0,3
292.0,11.0,10815.0,1.056846,2068.0,0
80.0,14.0,9171.0,1.2449318,690.0,4
13.0,8.0,9927.0,1.1498429,3117.0,1
8.0,13.0,10508.0,1.085295,1157.0,4
32.0,5.0,7776.0,1.4665278,1054.0,3
49.0,6.0,9288.0,1.2276065,390.0,4
20.0,7.0,9609.0,1.1839838,2403.0,1
27.0,5.0,11340.0,1.0031781,2613.0,1
72.0,9.0,10349.0,1.0939897,3103.0,1
484.0,5.0,9521.0,1.1882786,1103.0,0
109.0,8.0,10739.0,1.0508893,1384.0,4
17.0,4.0,7982.0,1.412686,2832.0,1
376.0,3.0,7770.0,1.4493693,800.0,3
124.0,4.0,7558.0,1.4865084,2271.0,3
688.0,4.0,7482.0,1.5,1008.0,3
166.0,4.0,7671.0,1.4603089,1657.0,3
135.0,7.0,10910.0,1.0257883,2165.0,1
19.0,6.0,8687.0,1.2882571,3408.0,1
32.0,8.0,9939.0,1.1246443,453.0,4
175.0,5.0,10204.0,1.0953224,783.0,4
48.0,11.0,9974.0,1.1204822,832.0,4
110.0,9.0,8821.0,1.266819,2410.0,1
504.0,4.0,8130.0,1.3709717,1172.0,3
134.0,5.0,7467.0,1.4921776,2771.0,1
79.0,5.0,10817.0,1.0287899,785.0,4
387.0,4.0,10572.0,1.05,500.0,0
422.0,5.0,7391.0,1.5,1012.0,3
211.0,10.0,10357.0,1.0700917,2680.0,1
93.0,6.0,8527.0,1.2994336,3183.0,1
5.0,6.0,7874.0,1.4065241,1043.0,3
265.0,4.0,7448.0,1.4825269,680.0,3
236.0,10.0,10612.0,1.0389634,2097.0,4
94.0,5.0,10140.0,1.087142,411.0,4
274.0,7.0,9646.0,1.1414845,1216.0,4
37.0,9.0,9341.0,1.1783514,823.0,4
299.0,3.0,7459.0,1.4753975,387.0,3
502.0,3.0,7333.0,1.5,599.0,3
71.0,11.0,10891.0,1.0096686,982.0,4
69.0,12.0,8746.0,1.2568488,1020.0,4
583.0,5.0,8133.0,1.3494406,591.0,3
60.0,7.0,8905.0,1.232429,373.0,4
362.0,6.0,9433.0,1.1618255,667.0,0
33.0,9.0,9208.0,1.1894711,3050.0,1
193.0,6.0,8565.0,1.2787589,1715.0,3
613.0,3.0,10947.0,1.0,646.0,0
277.0,2.0,10822.0,1.0111643,2844.0,1
344.0,4.0,7923.0,1.3809164,2453.0,3
123.0,7.0,9374.0,1.1671218,3345.0,1
35.0,8.0,10505.0,1.0402027,465.0,4
626.0,6.0,9348.0,1.1673353,2479.0,0
115.0,5.0,7395.0,1.4749899,2991.0,1
25.0,6.0,7778.0,1.4017845,1306.0,3
550.0,15.0,10350.0,1.0533333,2997.0,0
128.0,4.0,10688.0,1.02,1482.0,4
194.0,8.0,9353.0,1.1635336,457.0,4
81.0,5.0,9069.0,1.1955497,938.0,4
23.0,23.0,9844.0,1.1006563,394.0,4
313.0,5.0,10832.0,1.0,2951.0,1
14.0,8.0,8604.0,1.2583194,533.0,4
203.0,2.0,7672.0,1.41,2519.0,1
425.0,4.0,7206.0,1.5,793.0,3
285.0,8.0,10380.0,1.0410501,2788.0,1
32.0,7.0,9622.0,1.1226023,2125.0,1
29.0,7.0,10534.0,1.0252193,1852.0,4
22.0,9.0,10184.0,1.0582129,746.0,4
81.0,6.0,8135.0,1.3233349,2010.0,1
6.0,7.0,8346.0,1.289468,609.0,4
164.0,3.0,8043.0,1.3375021,1322.0,3
513.0,5.0,8950.0,1.201676,1091.0,0
480.0,3.0,9333.0,1.1522554,484.0,0
379.0,4.0,9514.0,1.1285474,396.0,0
11.0,7.0,9446.0,1.1365392,2683.0,1
147.0,9.0,10598.0,1.0117325,1085.0,4
177.0,6.0,10670.0,1.002448,1851.0,4
422.0,7.0,10231.0,1.0448637,619.0,0
48.0,11.0,10469.0,1.0198252,1199.0,4
121.0,6.0,7984.0,1.333001,709.0,3
519.0,7.0,8279.0,1.2822804,1218.0,0
45.0,11.0,10553.0,1.0048546,734.0,4
4.0,4.0,7937.0,1.3338,920.0,3
259.0,5.0,7224.0,1.4627589,1262.0,3
357.0,7.0,10560.0,1.0,2937.0,1
141.0,6.0,10426.0,1.0127509,1222.0,4
270.0,5.0,7279.0,1.4486386,389.0,3
425.0,7.0,9456.0,1.1144564,578.0,0
75.0,5.0,8682.0,1.2128956,902.0,4
34.0,8.0,10013.0,1.0497054,3406.0,1
95.0,4.0,7515.0,1.3960199,485.0,3
10.0,47.0,8648.0,1.2002127,3391.0,1
33.0,4.0,7556.0,1.3725595,2374.0,1
27.0,5.0,9578.0,1.082678,1421.0,4
473.0,5.0,8479.0,1.2201557,981.0,0
25.0,8.0,7170.0,1.4417825,2105.0,3
258.0,6.0,7124.0,1.4482032,845.0,3
466.0,3.0,7929.0,1.3,538.0,3
219.0,7.0,9441.0,1.091646,2768.0,1
414.0,5.0,9515.0,1.0829375,2962.0,1
210.0,6.0,8324.0,1.2378688,2306.0,1
13.0,8.0,10001.0,1.0276192,880.0,4
479.0,7.0,8009.0,1.2828443,578.0,3
4.0,6.0,8363.0,1.2284503,955.0,4
5.0,4.0,7868.0,1.305,2610.0,1
117.0,5.0,9093.0,1.122095,1573.0,4
11.0,7.0,8024.0,1.2653539,510.0,4
208.0,4.0,6944.0,1.46196,2555.0,3
174.0,7.0,9877.0,1.0277088,558.0,4
4.0,5.0,8717.0,1.1618056,1145.0,4
445.0,5.0,8853.0,1.1416582,1263.0,0
361.0,3.0,7387.0,1.3668607,1423.0,3
586.0,7.0,10073.0,1.0,2335.0,0
56.0,5.0,6874.0,1.4639686,471.0,3
79.0,6.0,9400.0,1.0674479,930.0,4
702.0,2.0,9551.0,1.05,747.0,0
343.0,8.0,8945.0,1.1206484,1644.0,0
473.0,2.0,9536.0,1.05,496.0,0
23.0,5.0,9768.0,1.024011,3108.0,1
51.0,6.0,8579.0,1.1657722,793.0,4
523.0,3.0,7573.0,1.3182292,527.0,3
14.0,4.0,8088.0,1.2336882,2546.0,1
89.0,7.0,9951.0,1.0014321,2678.0,1
42.0,7.0,9791.0,1.0172904,680.0,4
1.0,6.0,8385.0,1.186576,2372.0,1
164.0,12.0,8009.0,1.2417705,766.0,4
14.0,22.0,9086.0,1.0927273,391.0,4
158.0,4.0,7031.0,1.41,2122.0,3
240.0,7.0,7532.0,1.3155258,634.0,3
110.0,5.0,7959.0,1.2428534,3046.0,1
502.0,7.0,6570.0,1.5,3113.0,3
22.0,7.0,7070.0,1.3928572,454.0,3
265.0,6.0,9041.0,1.0876408,2578.0,1
558.0,3.0,6554.0,1.5,614.0,3
114.0,7.0,7701.0,1.2765654,1971.0,1
597.0,3.0,9507.0,1.0333333,766.0,0
107.0,4.0,9194.0,1.0677942,1709.0,4
222.0,6.0,7677.0,1.2786283,2593.0,1
189.0,6.0,6942.0,1.4106425,2653.0,1
258.0,3.0,6772.0,1.445511,1104.0,3
649.0,2.0,6491.0,1.5,1257.0,3
163.0,5.0,8378.0,1.1618251,684.0,4
75.0,8.0,6783.0,1.4344051,454.0,3
17.0,7.0,7440.0,1.3052782,2419.0,1
75.0,4.0,8510.0,1.1398002,1903.0,4
19.0,3.0,9690.0,1.0,1551.0,4
245.0,5.0,7319.0,1.322309,998.0,3
228.0,3.0,9151.0,1.0572615,1261.0,4
142.0,2.0,6678.0,1.4483019,446.0,3
156.0,17.0,9503.0,1.0176576,2778.0,1
238.0,5.0,7009.0,1.378412,2411.0,1
144.0,13.0,8521.0,1.1336663,2909.0,1
56.0,4.0,6832.0,1.41,2137.0,3
19.0,9.0,9141.0,1.0516596,2999.0,1
390.0,5.0,8667.0,1.1087689,2166.0,0
78.0,8.0,8279.0,1.1597246,1460.0,4
11.0,8.0,6893.0,1.3914202,1596.0,3
47.0,4.0,6882.0,1.3928074,426.0,3
372.0,9.0,9268.0,1.0338584,1109.0,0
193.0,9.0,9351.0,1.0244445,1204.0,4
68.0,8.0,9425.0,1.0157708,1418.0,4
73.0,3.0,8187.0,1.1674496,1515.0,4
535.0,6.0,9555.0,1.0,872.0,0
80.0,3.0,6775.0,1.41,2657.0,1
517.0,2.0,6365.0,1.5,608.0,3
2.0,5.0,8546.0,1.1151181,3206.0,1
518.0,5.0,6337.0,1.5,601.0,3
508.0,4.0,6941.0,1.3669788,1095.0,3
60.0,10.0,7588.0,1.2477596,760.0,4
36.0,4.0,7868.0,1.2025,579.0,4
286.0,4.0,6571.0,1.4366124,639.0,3
75.0,6.0,8722.0,1.0807085,2181.0,1
489.0,4.0,6282.0,1.5,875.0,3
35.0,6.0,7992.0,1.1790115,1997.0,1
165.0,5.0,8884.0,1.0601215,2384.0,1
345.0,6.0,9416.0,1.0,669.0,0
67.0,3.0,8526.0,1.1033334,881.0,4
202.0,14.0,9224.0,1.0185874,963.0,4
708.0,3.0,8378.0,1.1202555,3186.0,0
365.0,6.0,7456.0,1.2583021,562.0,3
32.0,11.0,9291.0,1.0091584,459.0,4
323.0,6.0,8442.0,1.1070777,3300.0,1
448.0,10.0,9330.0,1.0,2343.0,0
4.0,10.0,7832.0,1.1904316,2802.0,1
129.0,12.0,7414.0,1.2566684,1134.0,4
226.0,4.0,8872.0,1.05,2757.0,1
391.0,6.0,9312.0,1.0,2324.0,0
133.0,6.0,7998.0,1.1642035,454.0,4
419.0,4.0,8261.0,1.1269822,647.0,0
133.0,6.0,6582.0,1.4136463,728.0,3
278.0,5.0,8887.0,1.0465984,3336.0,1
151.0,5.0,7589.0,1.2247213,2218.0,1
4.0,4.0,8156.0,1.135,1065.0,4
103.0,5.0,6565.0,1.41,1111.0,3
524.0,2.0,8874.0,1.0427315,528.0,0
196.0,8.0,6876.0,1.340573,2966.0,1
47.0,7.0,7665.0,1.2011651,3317.0,1
580.0,5.0,6510.0,1.4139785,2029.0,3
127.0,4.0,6343.0,1.4500126,1882.0,3
26.0,7.0,9054.0,1.0158405,824.0,4
225.0,6.0,8001.0,1.1486276,2706.0,1
2.0,8.0,8060.0,1.1382357,1071.0,4
154.0,5.0,7858.0,1.1654264,1865.0,4
101.0,4.0,8024.0,1.1412898,2205.0,1
10.0,7.0,7333.0,1.2476968,2866.0,1
117.0,4.0,6353.0,1.4392539,2131.0,3
2.0,6.0,8423.0,1.0848178,1886.0,4
531.0,5.0,6082.0,1.5,1642.0,3
51.0,3.0,8013.0,1.1366667,1066.0,4
21.0,6.0,7500.0,1.2141733,719.0,4
238.0,5.0,7693.0,1.181617,496.0,4
49.0,8.0,7470.0,1.2154524,576.0,4
233.0,5.0,8233.0,1.1024754,2027.0,1
117.0,5.0,6964.0,1.3026767,2311.0,1
30.0,3.0,6294.0,1.44,3148.0,1
211.0,5.0,7579.0,1.1940058,1333.0,4
279.0,4.0,6111.0,1.478704,1218.0,3
172.0,7.0,6846.0,1.3191499,3081.0,1
401.0,5.0,9019.0,1.0,731.0,0
158.0,6.0,8055.0,1.1185772,2181.0,1
252.0,4.0,6262.0,1.4383712,1567.0,3
200.0,4.0,8585.0,1.0474106,2369.0,1
306.0,11.0,8978.0,1.0,3178.0,1
97.0,7.0,7128.0,1.2594066,951.0,4
173.0,3.0,6231.0,1.44,2695.0,1
190.0,6.0,6546.0,1.3690482,2131.0,3
324.0,6.0,7830.0,1.1441251,2095.0,0
8.0,6.0,6790.0,1.317863,2481.0,1
116.0,5.0,8141.0,1.0987434,3083.0,1
360.0,6.0,8122.0,1.1004802,2136.0,0
317.0,3.0,6173.0,1.4474324,835.0,3
691.0,2.0,5954.0,1.5,1137.0,3
187.0,9.0,7114.0,1.2547371,3122.0,1
171.0,6.0,6374.0,1.3982146,2518.0,1
134.0,2.0,8507.0,1.044193,2469.0,1
284.0,4.0,7102.0,1.2486497,2049.0,1
562.0,3.0,5901.0,1.5,1328.0,3
189.0,5.0,6028.0,1.4683328,396.0,3
71.0,11.0,8275.0,1.0683746,2039.0,4
4.0,7.0,6471.0,1.3661567,2017.0,1
6.0,7.0,7703.0,1.1434454,1166.0,4
701.0,3.0,6520.0,1.3419478,888.0,0
189.0,4.0,6821.0,1.2815306,1265.0,3
187.0,7.0,7306.0,1.1962428,2063.0,1
120.0,21.0,8635.0,1.0110967,958.0,4
189.0,5.0,5988.0,1.4570591,370.0,3
156.0,4.0,6405.0,1.3603498,450.0,3
271.0,4.0,6320.0,1.3751107,2090.0,3
396.0,5.0,8687.0,1.0,2223.0,0
42.0,5.0,7050.0,1.2319276,1135.0,4
67.0,4.0,7767.0,1.1179142,2805.0,1
107.0,2.0,6138.0,1.41,2855.0,1
556.0,2.0,5762.0,1.5,1471.0,3
4.0,6.0,6987.0,1.2368054,981.0,4
37.0,3.0,6117.0,1.41,3048.0,1
309.0,2.0,7322.0,1.175,487.0,4
47.0,4.0,6730.0,1.2724859,959.0,4
135.0,4.0,5836.0,1.4633276,376.0,3
243.0,5.0,8035.0,1.0620037,2814.0,1
12.0,4.0,5895.0,1.4468855,750.0,3
201.0,7.0,7725.0,1.1036298,2825.0,1
432.0,6.0,6936.0,1.2291378,1200.0,0
8.0,4.0,7090.0,1.2003385,2109.0,1
7.0,5.0,7758.0,1.0966756,1608.0,4
307.0,5.0,6149.0,1.382989,1694.0,3
402.0,5.0,6661.0,1.2761898,2147.0,3
561.0,4.0,6000.0,1.4103333,2082.0,3
313.0,5.0,8461.0,1.0,717.0,0
191.0,4.0,8308.0,1.0175,913.0,4
433.0,4.0,8208.0,1.0273087,2799.0,0
26.0,11.0,7590.0,1.11,377.0,4
3.0,5.0,6565.0,1.283249,820.0,4
24.0,8.0,5919.0,1.4224869,1021.0,3
429.0,5.0,8416.0,1.0,2864.0,0
183.0,4.0,5727.0,1.4692771,2633.0,1
218.0,7.0,8246.0,1.0184914,3139.0,1
41.0,6.0,6137.0,1.3684683,546.0,3
10.0,5.0,6530.0,1.2836554,2463.0,1
110.0,5.0,7052.0,1.187829,1646.0,4
73.0,4.0,7833.0,1.0693796,2511.0,1
129.0,6.0,6144.0,1.358955,373.0,3
109.0,8.0,5707.0,1.4584931,423.0,3
438.0,4.0,8312.0,1.0,713.0,0
21.0,6.0,5838.0,1.4197431,753.0,3
65.0,3.0,6083.0,1.3625317,1857.0,3
7.0,5.0,6467.0,1.2783207,1012.0,4
607.0,6.0,8266.0,1.0,3323.0,0
254.0,4.0,5578.0,1.4808642,2920.0,1
299.0,5.0,6278.0,1.3145715,712.0,3
64.0,6.0,5798.0,1.4215177,518.0,3
39.0,6.0,7077.0,1.1639706,2659.0,1
12.0,9.0,7831.0,1.0518912,571.0,4
151.0,4.0,6650.0,1.2381444,2019.0,1
160.0,12.0,7088.0,1.1609608,739.0,4
44.0,6.0,7791.0,1.0550276,1629.0,4
5.0,7.0,5931.0,1.3844259,2531.0,1
347.0,7.0,5469.0,1.5,1307.0,3
129.0,4.0,5751.0,1.4256911,2155.0,3
691.0,3.0,7554.0,1.0847498,1511.0,0
591.0,3.0,7929.0,1.0333333,1420.0,0
90.0,7.0,5517.0,1.4775203,1281.0,3
76.0,5.0,6837.0,1.1900204,1469.0,4
104.0,3.0,5456.0,1.4911419,2456.0,3
114.0,10.0,7986.0,1.0183672,642.0,4
4.0,3.0,5656.0,1.4374009,2329.0,1
25.0,5.0,5764.0,1.41,1032.0,3
167.0,4.0,5498.0,1.4774754,2380.0,3
45.0,3.0,5573.0,1.4562354,2066.0,3
6.0,6.0,5639.0,1.4378667,2174.0,3
538.0,6.0,6414.0,1.2627845,1124.0,0
207.0,5.0,7554.0,1.0686895,3286.0,1
111.0,8.0,7480.0,1.0776123,843.0,4
197.0,3.0,5498.0,1.4660003,2668.0,1
61.0,4.0,7670.0,1.0504615,951.0,4
8.0,7.0,7025.0,1.1467601,1217.0,4
98.0,5.0,7749.0,1.0393599,569.0,4
136.0,10.0,6234.0,1.2905775,441.0,3
286.0,4.0,6665.0,1.2065071,767.0,4
98.0,5.0,5982.0,1.3442277,723.0,3
1.0,5.0,5848.0,1.3744904,2314.0,1
14.0,4.0,7186.0,1.1180754,937.0,4
117.0,4.0,5432.0,1.4772018,1005.0,3
650.0,2.0,5344.0,1.5,2963.0,3
2.0,2.0,5684.0,1.41,1795.0,3
372.0,6.0,7832.0,1.022025,3390.0,1
501.0,7.0,7111.0,1.1214879,1146.0,0
556.0,6.0,6965.0,1.1426705,2639.0,0
93.0,4.0,7067.0,1.1258667,905.0,4
4.0,4.0,6135.0,1.2958158,2439.0,1
174.0,3.0,5410.0,1.4686081,2479.0,3
23.0,7.0,7911.0,1.0024308,1588.0,4
178.0,3.0,6736.0,1.1770116,454.0,4
185.0,4.0,5370.0,1.475933,904.0,3
19.0,8.0,7509.0,1.0552924,1253.0,4
195.0,5.0,5535.0,1.4299133,2774.0,1
127.0,4.0,5386.0,1.4691032,2145.0,3
21.0,4.0,6239.0,1.2664129,942.0,4
320.0,5.0,6769.0,1.1671221,420.0,4
262.0,6.0,6301.0,1.2516648,2209.0,1
207.0,8.0,5520.0,1.4275,1351.0,3
325.0,4.0,7878.0,1.0,530.0,0
224.0,8.0,7820.0,1.0051471,1211.0,4
14.0,6.0,7671.0,1.0234767,1121.0,4
574.0,4.0,5232.0,1.5,1591.0,3
110.0,3.0,6294.0,1.2466667,1943.0,1
589.0,4.0,6880.0,1.1399709,1903.0,0
219.0,6.0,7358.0,1.064981,2312.0,1
272.0,8.0,7653.0,1.021636,969.0,4
194.0,5.0,5755.0,1.3555708,1479.0,3
337.0,6.0,7377.0,1.0569608,1916.0,0
341.0,5.0,7515.0,1.0366068,2963.0,1
70.0,6.0,7775.0,1.0008913,1897.0,4
90.0,4.0,7641.0,1.0178026,491.0,4
420.0,4.0,7772.0,1.0,1586.0,0
23.0,10.0,6930.0,1.1190332,2981.0,1
372.0,5.0,6583.0,1.1769103,2991.0,1
436.0,4.0,7543.0,1.0268593,3115.0,0
540.0,11.0,7742.0,1.0,956.0,0
132.0,10.0,7461.0,1.037125,632.0,4
163.0,4.0,5934.0,1.3030957,2514.0,1
133.0,6.0,6927.0,1.1152852,2120.0,1
426.0,5.0,7714.0,1.0,1253.0,0
67.0,7.0,7681.0,1.0035815,2937.0,1
37.0,5.0,6209.0,1.2411451,2086.0,1
58.0,4.0,6056.0,1.2706803,837.0,4
402.0,2.0,7672.0,1.0,415.0,0
657.0,2.0,7672.0,1.0,2933.0,0
28.0,5.0,6049.0,1.2677517,1497.0,4
542.0,4.0,7667.0,1.0,2033.0,0
644.0,4.0,5479.0,1.3993429,1259.0,3
271.0,5.0,5971.0,1.2836895,474.0,3
589.0,3.0,5106.0,1.5,1211.0,3
97.0,5.0,5795.0,1.3193253,515.0,3
220.0,2.0,5420.0,1.41,1378.0,3
560.0,3.0,6047.0,1.2622458,1456.0,0
20.0,6.0,6575.0,1.1587985,431.0,4
170.0,4.0,5232.0,1.455,2734.0,1
189.0,4.0,5232.0,1.455,2574.0,1
465.0,4.0,7240.0,1.05,468.0,0
256.0,5.0,7289.0,1.0418165,2352.0,1
52.0,7.0,6707.0,1.1308246,2443.0,1
639.0,3.0,6231.0,1.2166667,896.0,0
260.0,6.0,6990.0,1.0815337,1694.0,4
179.0,3.0,7387.0,1.0211859,699.0,4
272.0,3.0,5142.0,1.4655718,1010.0,3
419.0,5.0,7535.0,1.0,2545.0,0
346.0,6.0,6066.0,1.2377844,2036.0,1
524.0,5.0,5000.0,1.5,758.0,3
169.0,4.0,7301.0,1.0265718,1140.0,4
578.0,6.0,7482.0,1.0,1745.0,0
4.0,5.0,5867.0,1.2705761,2294.0,1
615.0,2.0,4957.0,1.5,2753.0,3
126.0,10.0,5127.0,1.4491808,464.0,3
45.0,4.0,6380.0,1.1630377,938.0,4
381.0,6.0,7357.0,1.007707,2221.0,0
4.0,8.0,5722.0,1.2937207,3259.0,1
319.0,3.0,6985.0,1.0564066,666.0,0
275.0,3.0,5374.0,1.372862,3339.0,1
659.0,6.0,7375.0,1.0,973.0,0
471.0,4.0,6469.0,1.1379193,901.0,0
466.0,2.0,7322.0,1.0,1809.0,0
11.0,6.0,7133.0,1.0257367,517.0,4
164.0,6.0,5183.0,1.411613,2721.0,1
265.0,6.0,6795.0,1.0740529,3219.0,1
248.0,4.0,5889.0,1.2391595,570.0,4
32.0,5.0,5553.0,1.3111706,2363.0,1
86.0,7.0,7208.0,1.0090871,822.0,4
244.0,3.0,6867.0,1.058653,2332.0,1
173.0,3.0,6116.0,1.1859221,3041.0,1
387.0,5.0,6822.0,1.0620493,1014.0,0
474.0,5.0,5436.0,1.3274467,677.0,3
170.0,4.0,4950.0,1.4574566,745.0,3
166.0,4.0,6043.0,1.1936456,1630.0,4
91.0,5.0,6727.0,1.0713364,484.0,4
39.0,5.0,5846.0,1.2304875,517.0,4
377.0,4.0,5782.0,1.2418194,1955.0,3
521.0,6.0,6836.0,1.0478789,3387.0,0
364.0,4.0,6297.0,1.1364936,3068.0,1
508.0,4.0,7150.0,1.0,1712.0,0
245.0,4.0,4803.0,1.4848032,671.0,3
456.0,3.0,4754.0,1.5,505.0,3
376.0,3.0,4747.0,1.5,1454.0,3
2.0,5.0,5050.0,1.41,2526.0,1
482.0,4.0,7120.0,1.0,947.0,0
2.0,3.0,4901.0,1.4519608,841.0,3
